Year,Month,Day,Hour,Minute,Second,Latitude,Longitude,Altitude,ECI-x,ECI-y,ECI-z
2024,8,6,0,3,35.0000006,-36.54371675,101.0003593,656557.2649,3103944.1,4723628.861,-4175368.782
2024,8,6,0,3,35.99999517,-36.50697608,101.0569693,656500.3827,3100385.308,4729128.61,-4171712.01
2024,8,6,0,3,36.99998975,-36.47020379,101.1135228,656443.4324,3096822.958,4734622.931,-4168050.439
2024,8,6,0,3,37.99998432,-36.43339994,101.1700199,656386.4143,3093257.054,4740111.819,-4164384.072
2024,8,6,0,3,39.00001913,-36.3965646,101.2264605,656329.3284,3089687.6,4745595.268,-4160712.913
2024,8,6,0,3,40.00001371,-36.35969784,101.2828451,656272.1749,3086114.601,4751073.27,-4157036.966
2024,8,6,0,3,41.00000829,-36.32279972,101.3391735,656214.9538,3082538.061,4756545.82,-4153356.236
2024,8,6,0,3,42.00000286,-36.28587031,101.3954457,656157.6652,3078957.982,4762012.911,-4149670.727
2024,8,6,0,3,42.99999744,-36.24890968,101.451662,656100.3092,3075374.37,4767474.536,-4145980.443
2024,8,6,0,3,43.99999201,-36.21191789,101.5078224,656042.886,3071787.229,4772930.69,-4142285.387
2024,8,6,0,3,44.99998659,-36.17489502,101.5639269,655985.3956,3068196.562,4778381.366,-4138585.565
2024,8,6,0,3,45.99998116,-36.13784113,101.6199757,655927.8382,3064602.373,4783826.557,-4134880.98
2024,8,6,0,3,47.00001597,-36.10075629,101.6759687,655870.2138,3061004.667,4789266.258,-4131171.637
2024,8,6,0,3,48.00001055,-36.06364056,101.7319062,655812.5226,3057403.447,4794700.461,-4127457.539
2024,8,6,0,3,49.00000513,-36.02649401,101.7877882,655754.7646,3053798.719,4800129.16,-4123738.69
2024,8,6,0,3,49.9999997,-35.9893167,101.8436148,655696.94,3050190.485,4805552.35,-4120015.096
2024,8,6,0,3,50.99999428,-35.95210871,101.899386,655639.0489,3046578.749,4810970.023,-4116286.76
2024,8,6,0,3,51.99998885,-35.9148701,101.955102,655581.0913,3042963.517,4816382.174,-4112553.686
2024,8,6,0,3,52.99998343,-35.87760094,102.0107629,655523.0674,3039344.791,4821788.796,-4108815.878
2024,8,6,0,3,54.00001824,-35.84030128,102.0663684,655464.9773,3035722.577,4827189.882,-4105073.341
2024,8,6,0,3,55.00001281,-35.80297121,102.1219191,655406.821,3032096.877,4832585.427,-4101326.079
2024,8,6,0,3,56.00000739,-35.76561078,102.1774149,655348.5987,3028467.697,4837975.424,-4097574.096
2024,8,6,0,3,57.00000197,-35.72822005,102.2328559,655290.3106,3024835.04,4843359.866,-4093817.396
2024,8,6,0,3,57.99999654,-35.69079911,102.2882421,655231.9566,3021198.91,4848738.748,-4090055.984
2024,8,6,0,3,58.99999112,-35.653348,102.3435736,655173.5369,3017559.311,4854112.063,-4086289.864
2024,8,6,0,3,59.99998569,-35.6158668,102.3988505,655115.0516,3013916.248,4859479.805,-4082519.039
2024,8,6,0,4,0.999980271,-35.57835556,102.4540729,655056.5008,3010269.725,4864841.967,-4078743.514
2024,8,6,0,4,2.00001508,-35.54081437,102.5092408,654997.8846,3006619.745,4870198.544,-4074963.294
